date,kst,TEMP
20230401,0:00,278.426
20230401,0:00,278.682
20230401,0:01,278.548
20230401,0:01,278.556
20230401,0:02,278.37
20230401,0:02,278.765
20230401,0:03,278.919
20230401,0:03,278.882
20230401,0:04,278.989
20230401,0:04,278.933
20230401,0:05,278.917
20230401,0:05,278.855
20230401,0:06,278.628
20230401,0:06,278.594
20230401,0:07,278.829
20230401,0:07,279.136
20230401,0:08,279.071
20230401,0:08,278.994
20230401,0:09,279.143
20230401,0:09,279.181
20230401,0:10,278.725
20230401,0:10,278.871
20230401,0:11,279.157
20230401,0:11,279.045
20230401,0:12,279.354
20230401,0:12,279.717
20230401,0:13,280.053
20230401,0:13,280.232
20230401,0:14,280.136
20230401,0:14,279.757
20230401,0:15,279.773
20230401,0:15,279.832
20230401,0:16,279.224
20230401,0:16,279.138
20230401,0:17,279.165
20230401,0:17,279.288
20230401,0:18,278.959
20230401,0:18,279.077
20230401,0:19,278.797
20230401,0:19,278.989
20230401,0:20,278.559
20230401,0:20,278.271
20230401,0:21,278.119
20230401,0:21,277.839
20230401,0:22,277.911
20230401,0:22,277.598
20230401,0:23,277.612
20230401,0:23,277.921
20230401,0:24,278.276
20230401,0:24,277.833
20230401,0:25,277.921
20230401,0:25,278.161
20230401,0:26,277.871
20230401,0:26,277.702
20230401,0:27,278.137
20230401,0:27,278.033
20230401,0:28,278.137
20230401,0:28,278.316
20230401,0:29,278.508
20230401,0:29,278.479
20230401,0:30,278.759
20230401,0:30,278.42
20230401,0:31,278.402
20230401,0:31,278.618
20230401,0:32,278.687
20230401,0:32,278.546
20230401,0:33,278.244
20230401,0:33,277.817
20230401,0:34,278.167
20230401,0:34,278.514
20230401,0:35,278.546
20230401,0:35,278.394
20230401,0:36,278.951
20230401,0:36,278.484
20230401,0:37,277.935
20230401,0:37,278.223
20230401,0:38,278.402
20230401,0:38,279.176
20230401,0:39,279.677
20230401,0:39,280.264
20230401,0:40,280.673
20230401,0:40,280.881
20230401,0:41,280.574
20230401,0:41,280.283
20230401,0:42,280.328
20230401,0:42,280.528
20230401,0:43,280.539
20230401,0:43,280.131
20230401,0:44,279.48
20230401,0:44,279.544
20230401,0:45,279.619
20230401,0:45,279.442
20230401,0:46,279.149
20230401,0:46,279.397
20230401,0:47,279.144
20230401,0:47,278.746
20230401,0:48,278.137
20230401,0:48,278.778
20230401,0:49,279.45
20230401,0:49,279.33
20230401,0:50,279.533
20230401,0:50,279.474
20230401,0:51,279.57
20230401,0:51,279.581
20230401,0:52,279.586
20230401,0:52,278.911
20230401,0:53,278.797
20230401,0:53,279.232
20230401,0:54,279.528
20230401,0:54,279.482
20230401,0:55,279.466
20230401,0:55,279.741
20230401,0:56,279.813
20230401,0:56,279.306
20230401,0:57,279.557
20230401,0:57,279.773
20230401,0:58,279.554
20230401,0:58,279.079
20230401,0:59,279.221
20230401,0:59,279.386
20230401,1:00,279.386
20230401,1:00,279.344
20230401,1:01,279.109
20230401,1:01,279.101
20230401,1:02,279.106
20230401,1:02,278.975
20230401,1:03,279.122
20230401,1:03,279.149
20230401,1:04,278.991
20230401,1:04,278.863
20230401,1:05,278.994
20230401,1:05,279.122
20230401,1:06,279.157
20230401,1:06,279.117
20230401,1:07,278.818
20230401,1:07,278.423
20230401,1:08,277.868
20230401,1:08,277.622
20230401,1:09,277.569
20230401,1:09,277.817
20230401,1:10,278.167
20230401,1:10,277.849
20230401,1:11,278.036
20230401,1:11,278.343
20230401,1:12,278.548
20230401,1:12,278.58
20230401,1:13,278.799
20230401,1:13,278.738
20230401,1:14,278.626
20230401,1:14,278.663
20230401,1:15,278.519
20230401,1:15,278.487
20230401,1:16,278.169
20230401,1:16,277.492
20230401,1:17,277.772
20230401,1:17,277.94
20230401,1:18,277.999
20230401,1:18,278.02
20230401,1:19,278.914
20230401,1:19,279.509
20230401,1:20,279.84
20230401,1:20,279.957
20230401,1:21,279.84
20230401,1:21,279.659
20230401,1:22,279.635
20230401,1:22,278.786
20230401,1:23,278.604
20230401,1:23,278.895
20230401,1:24,278.874
20230401,1:24,278.917
20230401,1:25,279.053
20230401,1:25,278.983
20230401,1:26,278.957
20230401,1:26,279.144
20230401,1:27,279.144
20230401,1:27,279.09
20230401,1:28,279.101
20230401,1:28,278.789
20230401,1:29,278.276
20230401,1:29,278.455
20230401,1:30,278.791
20230401,1:30,278.428
20230401,1:31,277.945
20230401,1:31,278.001
20230401,1:32,277.836
20230401,1:32,277.884
20230401,1:33,277.727
20230401,1:33,278.108
20230401,1:34,278.519
20230401,1:34,278.308
20230401,1:35,278.514
20230401,1:35,278.762
20230401,1:36,279.023
20230401,1:36,279.095
20230401,1:37,278.797
20230401,1:37,279.047
20230401,1:38,279.007
20230401,1:38,278.615
20230401,1:39,278.858
20230401,1:39,279.002
20230401,1:40,278.677
20230401,1:40,278.471
20230401,1:41,278.661
20230401,1:41,278.367
20230401,1:42,278.311
20230401,1:42,278.679
20230401,1:43,278.554
20230401,1:43,278.324
20230401,1:44,278.367
20230401,1:44,278.791
20230401,1:45,278.813
20230401,1:45,278.871
20230401,1:46,279.189
20230401,1:46,279.669
20230401,1:47,279.808
20230401,1:47,279.368
20230401,1:48,278.853
20230401,1:48,278.743
20230401,1:49,279.256
20230401,1:49,279.632
20230401,1:50,279.773
20230401,1:50,280.072
20230401,1:51,280.168
