date,kst,TEMP
20230601,0:00,281.262
20230601,0:00,281.492
20230601,0:01,281.807
20230601,0:01,281.745
20230601,0:02,281.719
20230601,0:02,281.86
20230601,0:03,281.545
20230601,0:03,281.465
20230601,0:04,281.356
20230601,0:04,281.228
20230601,0:05,281.126
20230601,0:05,281.105
20230601,0:06,281.052
20230601,0:06,281.014
20230601,0:07,281.134
20230601,0:07,281.124
20230601,0:08,280.894
20230601,0:08,280.915
20230601,0:09,281.158
20230601,0:09,280.996
20230601,0:10,281.081
20230601,0:10,281.044
20230601,0:11,281.193
20230601,0:11,281.236
20230601,0:12,281.305
20230601,0:12,281.004
20230601,0:13,280.939
20230601,0:13,281.004
20230601,0:14,280.979
20230601,0:14,280.953
20230601,0:15,280.915
20230601,0:15,280.985
20230601,0:16,280.971
20230601,0:16,280.937
20230601,0:17,281.086
20230601,0:17,281.396
20230601,0:18,281.372
20230601,0:18,281.254
20230601,0:19,281.057
20230601,0:19,280.859
20230601,0:20,281.078
20230601,0:20,281.324
20230601,0:21,281.273
20230601,0:21,281.153
20230601,0:22,281.14
20230601,0:22,280.947
20230601,0:23,280.958
20230601,0:23,281.158
20230601,0:24,281.073
20230601,0:24,281.198
20230601,0:25,281.06
20230601,0:25,280.886
20230601,0:26,280.811
20230601,0:26,281.046
20230601,0:27,281.046
20230601,0:27,281.012
20230601,0:28,280.761
20230601,0:28,280.571
20230601,0:29,280.67
20230601,0:29,280.993
20230601,0:30,280.993
20230601,0:30,281.14
20230601,0:31,281.34
20230601,0:31,281.209
20230601,0:32,281.169
20230601,0:32,281.3
20230601,0:33,281.262
20230601,0:33,281.54
20230601,0:34,281.479
20230601,0:34,281.745
20230601,0:35,281.649
20230601,0:35,281.222
20230601,0:36,281.185
20230601,0:36,281.457
20230601,0:37,281.188
20230601,0:37,281.177
20230601,0:38,280.961
20230601,0:38,280.931
20230601,0:39,280.915
20230601,0:39,281.268
20230601,0:40,281.217
20230601,0:40,281.132
20230601,0:41,280.913
20230601,0:41,281.07
20230601,0:42,280.934
20230601,0:42,280.961
20230601,0:43,281.108
20230601,0:43,281.084
20230601,0:44,281.081
20230601,0:44,281.281
20230601,0:45,281.15
20230601,0:45,281.27
20230601,0:46,281.214
20230601,0:46,281.377
20230601,0:47,281.326
20230601,0:47,281.524
20230601,0:48,281.687
20230601,0:48,281.588
20230601,0:49,281.481
20230601,0:49,281.358
20230601,0:50,281.305
20230601,0:50,281.382
20230601,0:51,281.527
20230601,0:51,281.508
20230601,0:52,281.401
